Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag
25000,287,305,0.4473159909248352,0.4586850106716156,,,261.5754686295986,22.65002503991127,0.023390665564071243,2018-10-15,2018-11-02,18 days,
-25000,305,526,0.4586850106716156,0.3942610025405884,,,1589.2765529453754,21.3236503303051,0.13859415642279882,2018-11-02,2019-06-11,221 days,
33953,526,527,0.3942610025405884,0.4017600119113922,,,227.58656366321443,27.027301503688097,0.01700139834566008,2019-06-11,2019-06-12,1 days,
16864,527,529,0.4017600119113922,0.4059210121631622,,,56.55037545585539,13.620732789993285,0.008346572899930571,2019-06-12,2019-06-14,2 days,
33464,529,534,0.4059210121631622,0.4368169903755188,,,1005.7016303813475,28.20138451695442,0.07403716316547287,2019-06-14,2019-06-19,5 days,
-33464,534,550,0.4368169903755188,0.3789640069007873,,,1908.6929437055605,27.29929529285431,0.13057459699180193,2019-06-19,2019-07-05,16 days,
35020,550,551,0.3789640069007873,0.3890550136566162,,,326.49103048920824,26.89602609992027,0.02460124857639119,2019-07-05,2019-07-06,1 days,
19150,551,552,0.3890550136566162,0.3970470130443573,,,137.9929344639182,15.053853811323643,0.018521538363723885,2019-07-06,2019-07-07,1 days,
32639,552,553,0.3970470130443573,0.4015330076217651,,,120.353523717491,26.06485329452157,0.009287098090647797,2019-07-07,2019-07-08,1 days,
19987,553,554,0.4015330076217651,0.3941679894924164,,,-163.1082931806136,15.903675829321145,-0.02032390605892629,2019-07-08,2019-07-09,1 days,
32533,554,555,0.3941679894924164,0.3637750148773193,,,-1013.4328029141146,24.65815976116061,-0.0790295469187667,2019-07-09,2019-07-10,1 days,
24899,555,575,0.3637750148773193,0.3184700012207031,,,-1145.0367536919102,16.987218655824663,-0.12641675978825279,2019-07-10,2019-07-30,20 days,
-24899,575,969,0.3184700012207031,0.2645109891891479,,,1329.0097968934788,14.51564368021488,0.16760144075283,2019-07-30,2020-08-27,394 days,
79129,969,976,0.2645109891891479,0.2465800046920776,,,-1459.302991523502,40.44211925482749,-0.06972139625459517,2020-08-27,2020-09-03,7 days,
4570,976,978,0.2465800046920776,0.2376919984817505,,,-42.831311435699334,2.2131230545043943,-0.03800907630448297,2020-09-03,2020-09-05,2 days,
51027,978,979,0.2376919984817505,0.2407310009002685,,,130.65868602025225,24.412490389466285,0.01077267823692687,2020-09-05,2020-09-06,1 days,
34791,979,980,0.2407310009002685,0.2421739995479583,,,33.40261808118128,16.800747870594257,0.003988242659445812,2020-09-06,2020-09-07,1 days,
47443,980,981,0.2421739995479583,0.2367530018091201,,,-279.91012944908437,22.72173372538387,-0.024362337621743307,2020-09-07,2020-09-08,1 days,
39579,981,982,0.2367530018091201,0.2396090030670166,,,94.18374199529322,18.853931790992615,0.010051147123105605,2020-09-08,2020-09-09,1 days,
46503,982,984,0.2396090030670166,0.2432920038700103,,,148.81424081602307,22.45634552559256,0.013355507326916274,2020-09-09,2020-09-11,2 days,
38394,984,985,0.2432920038700103,0.2478139996528625,,,154.7619821875702,18.85552389925718,0.016568114509357256,2020-09-11,2020-09-12,1 days,
45085,985,986,0.2478139996528625,0.2418009936809539,,,-293.1706662179542,22.074291974455114,-0.026239925808676182,2020-09-12,2020-09-13,1 days,
40224,986,987,0.2418009936809539,0.2463269978761673,,,162.4195324158702,19.634460332393644,0.01669917125726995,2020-09-13,2020-09-14,1 days,
43657,987,988,0.2463269978761673,0.2438499927520752,,,-129.5382695823461,21.399656879857183,-0.012045704045043449,2020-09-14,2020-09-15,1 days,
40979,988,989,0.2438499927520752,0.2478470057249069,,,143.64434331308192,20.149251300588247,0.014374886522627833,2020-09-15,2020-09-16,1 days,
42406,989,997,0.2478470057249069,0.2329050004482269,,,-654.0174453366697,20.38676957377791,-0.06222692599309163,2020-09-16,2020-09-24,8 days,
45752,997,1004,0.2329050004482269,0.2382490038871765,,,222.94260733246932,21.556238006353375,0.020922047294976057,2020-09-24,2020-10-01,7 days,
40633,1004,1005,0.2382490038871765,0.2341170012950897,,,-187.0893092128348,19.19364788857102,-0.019325867148009133,2020-10-01,2020-10-02,1 days,
47103,1005,1006,0.2341170012950897,0.2329380065202713,,,-77.5338829113977,21.999692033126948,-0.007030885298923702,2020-10-02,2020-10-03,1 days,
41020,1006,1036,0.2329380065202713,0.2354210019111633,,,82.64038440853244,19.212086525857448,0.008648809237084585,2020-10-03,2020-11-02,30 days,
46236,1036,1038,0.2354210019111633,0.2377929985523224,,,87.79211417520175,21.879522525429724,0.008065476849054067,2020-11-02,2020-11-04,2 days,
40215,1038,1039,0.2377929985523224,0.2457759976387024,,,301.58958107694986,19.446727181822062,0.03153764045133925,2020-11-04,2020-11-05,1 days,
43667,1039,1041,0.2457759976387024,0.2495819926261901,,,144.56558575772874,21.630797360897063,0.013470139594711644,2020-11-05,2020-11-07,2 days,
39054,1041,1070,0.2495819926261901,0.6198509931564331,,,14426.530710881356,33.95483582675457,1.4800729958820638,2020-11-07,2020-12-06,29 days,
-15621,1070,1072,0.6198509931564331,0.5588359832763672,,,934.7032000776529,18.412269258856774,0.09653339845263763,2020-12-06,2020-12-08,2 days,
16942,1072,1076,0.5588359832763672,0.506401002407074,,,-906.4006908990144,18.047245011448858,-0.09573509841172594,2020-12-08,2020-12-12,4 days,
21821,1076,1077,0.506401002407074,0.51146399974823,,,88.26883276933432,22.210832212030887,0.007988002234934444,2020-12-12,2020-12-13,1 days,
21323,1077,1078,0.51146399974823,0.4977119863033294,,,-314.75284223619224,21.5186595505774,-0.02886066162666063,2020-12-13,2020-12-14,1 days,
21370,1078,1079,0.4977119863033294,0.4697099924087524,,,-619.0764172121883,20.673807685077186,-0.0582051802458174,2020-12-14,2020-12-15,1 days,
21361,1079,1081,0.4697099924087524,0.5766770243644714,,,2262.570896540822,22.351873065292835,0.22550221764660963,2020-12-15,2020-12-17,2 days,
17798,1081,1085,0.5766770243644714,0.5169439911842346,,,-1082.5927913765906,19.464266834735874,-0.10547785263825922,2020-12-17,2020-12-21,4 days,
18137,1085,1086,0.5169439911842346,0.4484480023384094,,,-1259.8210642832519,17.509314586520198,-0.13436925861198837,2020-12-21,2020-12-22,1 days,
18104,1086,1088,0.4484480023384094,0.3378190100193023,,,-2017.0618549368392,14.234577991724013,-0.24844632766897293,2020-12-22,2020-12-24,2 days,
13578,1088,1089,0.3378190100193023,0.3180910050868988,,,-276.77279715728685,8.905946185111999,-0.06033975099964037,2020-12-24,2020-12-25,1 days,
6884,1089,1090,0.3180910050868988,0.2947129905223846,,,-165.15279496789015,4.218542705774307,-0.07542124164614304,2020-12-25,2020-12-26,1 days,
7016,1090,1127,0.2947129905223846,0.3715089857578277,,,534.1264891862869,4.67421338558197,0.25831834940231635,2020-12-26,2021-02-01,37 days,
-7016,1127,1152,0.3715089857578277,0.4278999865055084,,,-401.2479145951275,5.6086533493995665,-0.15394085180277248,2021-02-01,2021-02-26,25 days,
7151,1152,1153,0.4278999865055084,0.4378089904785156,,,64.66860251656175,6.190684894412756,0.021134132463700758,2021-02-26,2021-02-27,1 days,
15909,1153,1154,0.4378089904785156,0.4149529933929443,,,-377.1826480357656,13.566590401411055,-0.05415320284658759,2021-02-27,2021-02-28,1 days,
7680,1154,1161,0.4149529933929443,0.4668669998645782,,,391.92719215393066,6.772377548217772,0.12298305420356588,2021-02-28,2021-03-07,7 days,
22185,1161,1162,0.4668669998645782,0.47359699010849,,,128.44063994363074,20.864193617552516,0.012400804202520295,2021-03-07,2021-03-08,1 days,
20828,1162,1179,0.47359699010849,0.5174980163574219,,,893.7280479180813,20.642526794672015,0.09060431577623906,2021-03-08,2021-03-25,17 days,
-20828,1179,1752,0.5174980163574219,0.4512270092964172,,,1360.1159302322876,20.176604834318162,0.1261884683056415,2021-03-25,2022-10-19,573 days,
51817,1752,1753,0.4512270092964172,0.4480839967727661,,,-209.46107833951424,46.59959840148687,-0.008958514110277507,2022-10-19,2022-10-20,1 days,
