Date,Open,High,Low,Close,Volume
2024-04-03 00:00:00+00:00,0.5854790210723877,0.5876832604408264,0.5706200003623962,0.585681140422821,21447680
2024-04-03 04:00:00+00:00,0.5856631398200989,0.5911583304405212,0.5841367840766907,0.5891563892364502,2210816
2024-04-03 08:00:00+00:00,0.589115560054779,0.5927751064300537,0.5823796391487122,0.5838136076927185,0
2024-04-03 12:00:00+00:00,0.5838128328323364,0.5853139162063599,0.5778307914733887,0.5804669857025146,0
2024-04-03 16:00:00+00:00,0.5804217457771301,0.5843448042869568,0.5737333297729492,0.575777530670166,13821056
2024-04-03 20:00:00+00:00,0.5757797360420227,0.5766004323959351,0.5681565999984741,0.5750850439071655,41028352
2024-04-04 00:00:00+00:00,0.5748562216758728,0.5783259868621826,0.5675686001777649,0.569434642791748,29156864
2024-04-04 04:00:00+00:00,0.5693033337593079,0.5762605667114258,0.5635697245597839,0.5732387900352478,59800448
2024-04-04 08:00:00+00:00,0.5732209086418152,0.5779734253883362,0.5732209086418152,0.5756004452705383,0
2024-04-04 12:00:00+00:00,0.5755516886711121,0.613576352596283,0.575260579586029,0.593532145023346,653382272
2024-04-04 16:00:00+00:00,0.5936422944068909,0.6048746705055237,0.5936422944068909,0.5971468687057495,40804096
2024-04-04 20:00:00+00:00,0.5970075726509094,0.5970075726509094,0.5866290926933289,0.5935419201850891,35322624
2024-04-05 00:00:00+00:00,0.5936213731765747,0.5936627984046936,0.5809725522994995,0.5879669189453125,1069056
2024-04-05 04:00:00+00:00,0.5879265069961548,0.5880558490753174,0.5787627696990967,0.5815398693084717,42523648
2024-04-05 08:00:00+00:00,0.5815538167953491,0.5875003933906555,0.5726879835128784,0.5726879835128784,89203200
2024-04-05 12:00:00+00:00,0.5726675391197205,0.5831968784332275,0.5703302621841431,0.5831547975540161,53239040
2024-04-05 16:00:00+00:00,0.5831728577613831,0.590247631072998,0.5815009474754333,0.5889936685562134,1224832
2024-04-05 20:00:00+00:00,0.5889738202095032,0.5913742184638977,0.5872151255607605,0.5875442624092102,1998592
2024-04-06 00:00:00+00:00,0.587534487247467,0.5910220742225647,0.5862943530082703,0.5896825790405273,0
2024-04-06 04:00:00+00:00,0.589713990688324,0.5921841859817505,0.5896462798118591,0.5903388857841492,0
2024-04-06 08:00:00+00:00,0.5903224945068359,0.5920185446739197,0.5881115198135376,0.5881513953208923,0
2024-04-06 12:00:00+00:00,0.5881344079971313,0.5959636569023132,0.5873826742172241,0.5939995646476746,12333696
2024-04-06 16:00:00+00:00,0.5940074324607849,0.5942698121070862,0.5899694561958313,0.5908036828041077,8058304
2024-04-06 20:00:00+00:00,0.5907729864120483,0.5980509519577026,0.5895833373069763,0.5933395028114319,56702592
2024-04-07 00:00:00+00:00,0.5933445692062378,0.5978502035140991,0.5931389331817627,0.5954427123069763,4601536
2024-04-07 04:00:00+00:00,0.5954329967498779,0.5966692566871643,0.5947957634925842,0.5959612727165222,3586880
2024-04-07 08:00:00+00:00,0.5959360003471375,0.5987417697906494,0.595669686794281,0.5974058508872986,0
2024-04-07 12:00:00+00:00,0.5974063277244568,0.6017425060272217,0.595851480960846,0.597142219543457,59768320
2024-04-07 16:00:00+00:00,0.597003698348999,0.6004459261894226,0.5908637642860413,0.5911255478858948,72869568
2024-04-07 20:00:00+00:00,0.5911216139793396,0.5948776602745056,0.5905218124389648,0.5948776602745056,27124352
2024-04-08 00:00:00+00:00,0.5948295593261719,0.5948295593261719,0.5891739130020142,0.591823160648346,23281088
2024-04-08 04:00:00+00:00,0.5918657779693604,0.6032954454421997,0.5902941226959229,0.6015339493751526,235887808
2024-04-08 08:00:00+00:00,0.6015161871910095,0.6098830103874207,0.6015161871910095,0.6070846319198608,350658944
2024-04-08 12:00:00+00:00,0.6071051359176636,0.617402195930481,0.6060378551483154,0.6153402924537659,247001216
2024-04-08 16:00:00+00:00,0.6153548359870911,0.6260392069816589,0.6153548359870911,0.6247660517692566,183220096
2024-04-08 20:00:00+00:00,0.6247955560684204,0.6252179145812988,0.6154744625091553,0.6156181693077087,50600192
2024-04-09 00:00:00+00:00,0.6154235005378723,0.616660475730896,0.6122851967811584,0.613507866859436,26626048
2024-04-09 04:00:00+00:00,0.6135450601577759,0.6201565265655518,0.6104108095169067,0.6104108095169067,45107968
2024-04-09 08:00:00+00:00,0.6103088855743408,0.6247670650482178,0.6024671196937561,0.6246062517166138,81281152
2024-04-09 12:00:00+00:00,0.6245803833007812,0.641150712966919,0.6135289669036865,0.6211738586425781,515004416
2024-04-09 16:00:00+00:00,0.6212983727455139,0.6244863867759705,0.6127395629882812,0.6243360638618469,7787520
2024-04-09 20:00:00+00:00,0.6243451833724976,0.6268953084945679,0.6119851469993591,0.6138009428977966,28738304
2024-04-10 00:00:00+00:00,0.6138340830802917,0.6146632432937622,0.6020582318305969,0.6061620116233826,104939264
2024-04-10 04:00:00+00:00,0.6061891913414001,0.6154981851577759,0.6061028242111206,0.6148831248283386,11278336
2024-04-10 08:00:00+00:00,0.6148638725280762,0.615666925907135,0.6069477796554565,0.6122978925704956,107024128
2024-04-10 12:00:00+00:00,0.6123024821281433,0.6126960515975952,0.5987513065338135,0.6074506044387817,0
2024-04-10 16:00:00+00:00,0.6074369549751282,0.6196874380111694,0.6048106551170349,0.618594229221344,145052800
2024-04-10 20:00:00+00:00,0.6185656189918518,0.6195590496063232,0.6131841540336609,0.6175879240036011,113660928
2024-04-11 00:00:00+00:00,0.6175358891487122,0.6202587485313416,0.6155864000320435,0.6198306083679199,354659840
2024-04-11 04:00:00+00:00,0.6198705434799194,0.6208845376968384,0.6160696744918823,0.6191744208335876,4246583296
2024-04-11 08:00:00+00:00,0.6191826462745667,0.6202810406684875,0.6090447306632996,0.6090447306632996,9270272
2024-04-11 12:00:00+00:00,0.6092442870140076,0.6149277091026306,0.6063351035118103,0.6073533892631531,0
2024-04-11 16:00:00+00:00,0.6074799299240112,0.6122400760650635,0.6036657094955444,0.6117520332336426,859776
2024-04-11 20:00:00+00:00,0.6118854880332947,0.6137136816978455,0.6073813438415527,0.6088706254959106,4994688
2024-04-12 00:00:00+00:00,0.608853816986084,0.6115760207176208,0.6070801019668579,0.6115760207176208,0
2024-04-12 04:00:00+00:00,0.6117113828659058,0.6152946352958679,0.6094375848770142,0.6100059747695923,40892416
2024-04-12 08:00:00+00:00,0.6100152730941772,0.6122530102729797,0.6068556904792786,0.6083401441574097,31839104
2024-04-12 12:00:00+00:00,0.6083372235298157,0.6083372235298157,0.5930144190788269,0.593559980392456,80115456
2024-04-12 16:00:00+00:00,0.5935215950012207,0.5953550338745117,0.5229635238647461,0.5370157957077026,1229394048
2024-04-12 20:00:00+00:00,0.5369439125061035,0.5488123297691345,0.5359500050544739,0.5484658479690552,364502528
2024-04-13 00:00:00+00:00,0.5481835007667542,0.5481835007667542,0.5312535762786865,0.5442321300506592,245921536
2024-04-13 04:00:00+00:00,0.5442036986351013,0.5488041639328003,0.5424132347106934,0.54351806640625,38068736
2024-04-13 08:00:00+00:00,0.5435575842857361,0.5459671020507812,0.5406547784805298,0.5432519316673279,17793536
2024-04-13 12:00:00+00:00,0.5432381629943848,0.5482356548309326,0.5421074032783508,0.5442079901695251,4688896
2024-04-13 16:00:00+00:00,0.5440754890441895,0.5440754890441895,0.48851001262664795,0.48871052265167236,189650176
