Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag
54,239,298,365.9299926757813,415.2799987792969,,,2622.7149900512663,42.185339538574226,0.13272701632602457,2023-12-14,2024-03-12,89 days,
-16,298,321,415.2799987792969,413.6400146484375,,,12.97702587890625,13.26272021484375,0.0019530536501053048,2024-03-12,2024-04-15,34 days,
49,321,324,413.6400146484375,404.2699890136719,,,-499.208846282959,40.07759017944336,-0.02462995667159211,2024-04-15,2024-04-18,3 days,
1,324,325,404.2699890136719,399.1199951171875,,,-5.953383880615235,0.8033899841308594,-0.014726257309230785,2024-04-18,2024-04-19,1 days,
50,325,329,399.1199951171875,399.0400085449219,,,-43.90732879638672,39.90800018310547,-0.0022002069219055295,2024-04-19,2024-04-25,6 days,
1,329,330,399.0400085449219,406.3200073242187,,,6.474638763427677,0.8053600158691405,0.016225537852800974,2024-04-25,2024-04-26,1 days,
49,330,331,406.3200073242187,402.25,,,-239.0502892456027,39.61993035888672,-0.012006736669627257,2024-04-26,2024-04-29,3 days,
1,331,332,402.25,389.3299865722656,,,-13.711593414306641,0.7915799865722657,-0.03408724279504448,2024-04-29,2024-04-30,1 days,
51,332,344,389.3299865722656,420.989990234375,,,1573.3338679504395,41.32631881713867,0.07923788238586275,2024-04-30,2024-05-16,16 days,
-51,344,388,420.989990234375,442.94000244140625,,,-1163.5110521850586,44.060429626464845,-0.054191174918448756,2024-05-16,2024-07-22,67 days,
46,388,390,442.94000244140625,428.8999938964844,,,-685.9450328979492,40.10463983154297,-0.033665617146946145,2024-07-22,2024-07-24,2 days,
1,390,391,428.8999938964844,418.3999938964844,,,-11.347299987792969,0.8472999877929688,-0.026456750173168904,2024-07-24,2024-07-25,1 days,
47,391,394,418.3999938964844,422.9200134277344,,,172.89887762451173,39.54204034423828,0.008792303005711623,2024-07-25,2024-07-30,5 days,
1,394,395,422.9200134277344,418.3500061035156,,,-5.41127734375,0.84127001953125,-0.012795037292967118,2024-07-30,2024-07-31,1 days,
47,395,396,418.3500061035156,417.1099853515625,,,-97.54759494018555,39.26661959838867,-0.004961110823779104,2024-07-31,2024-08-01,1 days,
1,396,397,417.1099853515625,408.489990234375,,,-9.445595092773438,0.8255999755859376,-0.022645334382997796,2024-08-01,2024-08-02,1 days,
48,397,402,408.489990234375,406.0199890136719,,,-157.65653759765627,39.09647900390625,-0.008040616119055127,2024-08-02,2024-08-09,7 days,
1,402,403,406.0199890136719,406.80999755859375,,,-0.022821441650390684,0.8128299865722657,-5.620768008448391e-05,2024-08-09,2024-08-12,3 days,
48,403,404,406.80999755859375,414.010009765625,,,306.2012255859375,39.39936035156251,0.015681011376295524,2024-08-12,2024-08-13,1 days,
1,404,423,414.010009765625,414.2000122070313,,,-0.6382075805663495,0.8282100219726564,-0.0015415269329541468,2024-08-13,2024-09-10,28 days,
48,423,464,414.2000122070313,420.1799926757813,,,246.988822265625,40.05024023437501,0.012422984819457717,2024-09-10,2024-11-06,57 days,
-48,464,499,420.1799926757813,430.5299987792969,,,-537.634372558591,40.83407958984375,-0.02665694771338948,2024-11-06,2024-12-27,51 days,
47,499,500,430.5299987792969,424.8299865722656,,,-308.1024930419922,40.20191931152344,-0.015226284372679214,2024-12-27,2024-12-30,3 days,
