combo_index,buy_pullback_rsi,sell_overbought_rsi,min_atr,extreme_setup_rsi,extreme_setup_rel_vol,return_pct,max_drawdown_pct,max_drawdown_abs,win_rate_pct,profit_factor,sharpe_ratio,trade_count
1,42.0,82.0,0.5,25.0,0.9,11.537775124061561,-10.132968620156834,10.132968620156834,45.13274336283185,1.1563845512063124,0.33785281117026533,113
2,42.0,82.0,0.5,25.0,1.0,11.537775124061561,-10.132968620156834,10.132968620156834,45.13274336283185,1.1563845512063124,0.33785281117026533,113
3,42.0,82.0,0.5,25.0,1.1,11.537775124061561,-10.132968620156834,10.132968620156834,45.13274336283185,1.1563845512063124,0.33785281117026533,113
4,42.0,82.0,0.5,30.0,0.9,11.537775124061561,-10.132968620156834,10.132968620156834,45.13274336283185,1.1563845512063124,0.33785281117026533,113
5,42.0,82.0,0.5,30.0,1.0,11.537775124061561,-10.132968620156834,10.132968620156834,45.13274336283185,1.1563845512063124,0.33785281117026533,113
6,42.0,82.0,0.5,30.0,1.1,11.537775124061561,-10.132968620156834,10.132968620156834,45.13274336283185,1.1563845512063124,0.33785281117026533,113
7,42.0,82.0,0.5,35.0,0.9,11.537775124061561,-10.132968620156834,10.132968620156834,45.13274336283185,1.1563845512063124,0.33785281117026533,113
8,42.0,82.0,0.5,35.0,1.0,11.537775124061561,-10.132968620156834,10.132968620156834,45.13274336283185,1.1563845512063124,0.33785281117026533,113
9,42.0,82.0,0.5,35.0,1.1,11.537775124061561,-10.132968620156834,10.132968620156834,45.13274336283185,1.1563845512063124,0.33785281117026533,113
10,42.0,82.0,1.5,25.0,0.9,11.537775124061561,-10.132968620156834,10.132968620156834,45.13274336283185,1.1563845512063124,0.33785281117026533,113
11,42.0,82.0,1.5,25.0,1.0,11.537775124061561,-10.132968620156834,10.132968620156834,45.13274336283185,1.1563845512063124,0.33785281117026533,113
12,42.0,82.0,1.5,25.0,1.1,11.537775124061561,-10.132968620156834,10.132968620156834,45.13274336283185,1.1563845512063124,0.33785281117026533,113
13,42.0,82.0,1.5,30.0,0.9,11.537775124061561,-10.132968620156834,10.132968620156834,45.13274336283185,1.1563845512063124,0.33785281117026533,113
