risk_pct,max_pos_pct,sl_mult,tp_mult,sma_fast,sma_slow,sma_long,Return [%],Max Drawdown [%],Sharpe Ratio,Profit Factor,Total Trades,Calmar Ratio
0.006,0.12,1.5,8.0,10,40,150,70.42443895061821,16.312156664595065,0.7157264752020819,2.310374554575623,96,0.4223013681932295
0.006,0.12,1.5,6.0,10,40,150,70.42443895061821,16.312156664595065,0.7157264752020819,2.310374554575623,96,0.4223013681932295
0.005,0.12,1.8,8.0,10,40,150,70.42443895061821,16.312156664595065,0.7157264752020819,2.310374554575623,96,0.4223013681932295
0.005,0.12,2.0,10.0,10,40,150,70.42443895061821,16.312156664595065,0.7157264752020819,2.310374554575623,96,0.4223013681932295
0.008,0.12,1.5,8.0,10,40,150,70.42443895061821,16.312156664595065,0.7157264752020819,2.310374554575623,96,0.4223013681932295
0.008,0.12,1.5,10.0,10,40,150,70.42443895061821,16.312156664595065,0.7157264752020819,2.310374554575623,96,0.4223013681932295
0.005,0.12,1.5,10.0,10,40,150,70.42443895061821,16.312156664595065,0.7157264752020819,2.310374554575623,96,0.4223013681932295
0.008,0.12,1.8,6.0,10,40,150,70.42443895061821,16.312156664595065,0.7157264752020819,2.310374554575623,96,0.4223013681932295
0.005,0.12,1.8,10.0,10,40,150,70.42443895061821,16.312156664595065,0.7157264752020819,2.310374554575623,96,0.4223013681932295
0.005,0.12,2.0,6.0,10,40,150,70.42443895061821,16.312156664595065,0.7157264752020819,2.310374554575623,96,0.4223013681932295
0.005,0.12,1.8,6.0,10,40,150,70.42443895061821,16.312156664595065,0.7157264752020819,2.310374554575623,96,0.4223013681932295
0.008,0.12,1.5,6.0,10,40,150,70.42443895061821,16.312156664595065,0.7157264752020819,2.310374554575623,96,0.4223013681932295
0.005,0.12,1.5,6.0,10,40,150,70.42443895061821,16.312156664595065,0.7157264752020819,2.310374554575623,96,0.4223013681932295
0.005,0.12,1.5,8.0,10,40,150,70.42443895061821,16.312156664595065,0.7157264752020819,2.310374554575623,96,0.4223013681932295
0.007,0.12,1.8,8.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.006,0.12,1.5,10.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.006,0.12,1.8,8.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.006,0.12,1.8,6.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.008,0.12,2.0,10.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.008,0.12,2.0,8.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.008,0.12,1.8,10.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.008,0.12,2.0,6.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.007,0.12,1.5,8.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.008,0.12,1.8,8.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.007,0.12,1.5,10.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.007,0.12,1.5,6.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.007,0.12,1.8,6.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.005,0.12,2.0,6.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.005,0.12,2.0,10.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.005,0.12,2.0,8.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.007,0.12,1.8,10.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.007,0.12,2.0,10.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.006,0.12,1.5,6.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.006,0.12,1.5,8.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.007,0.12,2.0,8.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.006,0.12,2.0,6.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.008,0.12,1.5,6.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.005,0.12,1.5,8.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.005,0.12,1.5,6.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.008,0.12,1.5,8.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.005,0.12,1.5,10.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.008,0.12,1.8,6.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.008,0.12,1.5,10.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.005,0.12,1.8,6.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.005,0.12,1.8,10.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.005,0.12,1.8,8.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.006,0.12,2.0,10.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.007,0.12,2.0,6.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.006,0.12,1.8,10.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.006,0.12,2.0,8.0,15,40,120,71.24095411008446,16.482968166001445,0.7039894529181626,2.277339445420584,86,0.4217992904143809
0.005,0.1,2.0,6.0,10,40,150,57.63489328824664,13.971271439462353,0.7113484222262364,2.3466150414879743,96,0.4188423898004297
0.005,0.1,2.0,8.0,10,40,150,57.63489328824664,13.971271439462353,0.7113484222262364,2.3466150414879743,96,0.4188423898004297
0.008,0.1,2.0,10.0,10,40,150,57.63489328824664,13.971271439462353,0.7113484222262364,2.3466150414879743,96,0.4188423898004297
0.008,0.1,1.8,6.0,10,40,150,57.63489328824664,13.971271439462353,0.7113484222262364,2.3466150414879743,96,0.4188423898004297
0.007,0.1,2.0,6.0,10,40,150,57.63489328824664,13.971271439462353,0.7113484222262364,2.3466150414879743,96,0.4188423898004297
0.007,0.1,1.8,8.0,10,40,150,57.63489328824664,13.971271439462353,0.7113484222262364,2.3466150414879743,96,0.4188423898004297
0.007,0.1,1.5,8.0,10,40,150,57.63489328824664,13.971271439462353,0.7113484222262364,2.3466150414879743,96,0.4188423898004297
0.007,0.1,2.0,8.0,10,40,150,57.63489328824664,13.971271439462353,0.7113484222262364,2.3466150414879743,96,0.4188423898004297
0.007,0.1,1.5,6.0,10,40,150,57.63489328824664,13.971271439462353,0.7113484222262364,2.3466150414879743,96,0.4188423898004297
0.007,0.1,2.0,10.0,10,40,150,57.63489328824664,13.971271439462353,0.7113484222262364,2.3466150414879743,96,0.4188423898004297
0.007,0.1,1.8,6.0,10,40,150,57.63489328824664,13.971271439462353,0.7113484222262364,2.3466150414879743,96,0.4188423898004297
0.007,0.1,1.5,10.0,10,40,150,57.63489328824664,13.971271439462353,0.7113484222262364,2.3466150414879743,96,0.4188423898004297
0.005,0.1,1.5,10.0,10,40,150,57.63489328824664,13.971271439462353,0.7113484222262364,2.3466150414879743,96,0.4188423898004297
0.005,0.1,1.8,6.0,10,40,150,57.63489328824664,13.971271439462353,0.7113484222262364,2.3466150414879743,96,0.4188423898004297
0.005,0.1,1.8,10.0,10,40,150,57.63489328824664,13.971271439462353,0.7113484222262364,2.3466150414879743,96,0.4188423898004297
0.005,0.1,1.8,8.0,10,40,150,57.63489328824664,13.971271439462353,0.7113484222262364,2.3466150414879743,96,0.4188423898004297
0.008,0.1,2.0,6.0,10,40,150,57.63489328824664,13.971271439462353,0.7113484222262364,2.3466150414879743,96,0.4188423898004297
0.005,0.1,1.5,8.0,10,40,150,57.63489328824664,13.971271439462353,0.7113484222262364,2.3466150414879743,96,0.4188423898004297
0.005,0.1,2.0,10.0,10,40,150,57.63489328824664,13.971271439462353,0.7113484222262364,2.3466150414879743,96,0.4188423898004297
0.006,0.1,1.5,6.0,10,40,150,57.63489328824664,13.971271439462353,0.7113484222262364,2.3466150414879743,96,0.4188423898004297
0.006,0.1,1.8,10.0,10,40,150,57.63489328824664,13.971271439462353,0.7113484222262364,2.3466150414879743,96,0.4188423898004297
0.006,0.1,1.8,8.0,10,40,150,57.63489328824664,13.971271439462353,0.7113484222262364,2.3466150414879743,96,0.4188423898004297
